name,meal_type,diet_type,calories,protein,fats,carbs,fiber,sugar,iron,sodium,cholesterol,recipe_link
Orange Ginger Granola Bars,breakfast,lacto ovo vegetarian,391.01,9.14,17.76,53.38,5.93,28.44,2.91,344.81,3.76,https://spoonacular.com/recipes/Orange-Ginger-Granola-Bars-653878
Delicious Mango Pineapple Smoothie,breakfast,"gluten free, lacto ovo vegetarian",182.6,8.41,8.8,19.67,2.95,15.99,0.56,45.81,9.82,https://spoonacular.com/recipes/Delicious-Mango-Pineapple-Smoothie-1018582
Lemon Scented Polenta Pancakes with Blueberry Thyme Syrup,breakfast,unknown,315.98,3.41,16.97,38.26,1.59,22.12,0.94,292.18,16.69,https://spoonacular.com/recipes/Lemon-Scented-Polenta-Pancakes-with-Blueberry-Thyme-Syrup-649777
Easy Berry French Toast,breakfast,lacto ovo vegetarian,544.23,18.65,23.21,66.17,5.45,38.49,2.78,476.2,287.03,https://spoonacular.com/recipes/Easy-Berry-French-Toast-1444543
Peanut Butter and Apple Oatmeal Breakfast Bars,breakfast,lacto ovo vegetarian,288.45,6.61,10.71,43.77,5.11,16.9,1.74,50.77,3.82,https://spoonacular.com/recipes/Peanut-Butter-and-Apple-Oatmeal-Breakfast-Bars-655212
Spicy Coconut French Toast,breakfast,lacto ovo vegetarian,548.75,12.9,27.76,63.12,2.54,28.96,3.59,525.79,114.0,https://spoonacular.com/recipes/Spicy-Coconut-French-Toast-661071
Pomegranate-Nutella Waffles,breakfast,"gluten free, lacto ovo vegetarian",686.28,27.89,28.22,83.04,13.05,31.58,5.73,610.13,180.68,https://spoonacular.com/recipes/Pomegranate-Nutella-Waffles-157272
Cinnamon Roll Oatmeal,breakfast,"gluten free, lacto ovo vegetarian",421.03,7.86,18.26,61.94,10.08,21.77,2.71,355.46,7.32,https://spoonacular.com/recipes/Cinnamon-Roll-Oatmeal-639477
French Toast Croissants with Strawberries,breakfast,unknown,656.56,9.46,49.49,46.15,4.41,21.89,2.14,618.25,152.97,https://spoonacular.com/recipes/French-Toast-Croissants-with-Strawberries-643405
Fresh Herb Omelette,breakfast,"gluten free, primal, ketogenic",316.55,16.55,25.73,5.05,0.96,2.42,2.48,335.15,335.86,https://spoonacular.com/recipes/Fresh-Herb-Omelette-643514
Cherries and Yogurt Parfait,breakfast,"gluten free, lacto ovo vegetarian",386.08,11.43,9.11,66.09,4.17,51.99,1.15,114.95,31.85,https://spoonacular.com/recipes/Cherries-and-Yogurt-Parfait-637705
Baked Apple Pancake,breakfast,unknown,734.43,14.03,42.92,78.61,5.7,43.87,3.38,476.62,126.42,https://spoonacular.com/recipes/Baked-Apple-Pancake-633428
Homemade Granola,breakfast,lacto ovo vegetarian,404.98,7.77,21.75,50.14,5.65,25.58,2.25,115.37,20.25,https://spoonacular.com/recipes/Homemade-Granola-646903
Carrot Quinoa Muffins,breakfast,lacto ovo vegetarian,295.52,6.34,18.62,28.92,3.31,11.64,2.42,233.57,27.7,https://spoonacular.com/recipes/Carrot-Quinoa-Muffins-637222
Hot Cross Buns,breakfast,lacto ovo vegetarian,204.16,5.61,1.42,42.06,1.83,9.09,2.2,168.37,13.18,https://spoonacular.com/recipes/Hot-Cross-Buns-1095835
Portobello Baked Eggs,breakfast,"gluten free, lacto ovo vegetarian, primal, ketogenic",305.36,16.41,24.98,4.81,1.32,2.5,1.66,1054.5,180.68,https://spoonacular.com/recipes/Portobello-Baked-Eggs-1096067
Zucchini & Basil Frittata,breakfast,"gluten free, lacto ovo vegetarian, ketogenic",209.26,11.9,15.72,6.15,1.78,3.94,1.6,780.33,182.51,https://spoonacular.com/recipes/Zucchini-&-Basil-Frittata-665691
Scrambled Eggs On Toast With Smoked Salmon,breakfast,pescatarian,231.75,16.36,12.66,12.39,1.68,1.4,1.83,567.11,188.15,https://spoonacular.com/recipes/Scrambled-Eggs-On-Toast-With-Smoked-Salmon-1096033
Moist Vegan Spelt Bran Muffins,breakfast,unknown,242.37,5.14,9.12,38.86,13.63,9.46,2.24,234.79,1.95,https://spoonacular.com/recipes/Moist-Vegan-Spelt-Bran-Muffins-652239
Banana Oatmeal Breakfast Muffins,breakfast,"gluten free, dairy free",167.67,8.05,3.8,27.71,2.83,10.83,1.31,122.31,8.33,https://spoonacular.com/recipes/Banana-Oatmeal-Breakfast-Muffins-634141
"Oatmeal, Apricot, Walnut Soda Bread",breakfast,unknown,357.15,10.47,11.26,55.74,4.44,13.37,2.74,741.46,36.66,"https://spoonacular.com/recipes/Oatmeal,-Apricot,-Walnut-Soda-Bread-653500"
Jalapeno Cheese Quick Bread,breakfast,lacto ovo vegetarian,114.42,5.01,5.02,12.78,1.09,0.93,0.88,323.64,23.52,https://spoonacular.com/recipes/Jalapeno-Cheese-Quick-Bread-648339
Buckwheat Crepes,breakfast,"gluten free, dairy free, lacto ovo vegetarian",374.36,13.18,13.98,54.68,6.29,13.23,3.31,369.25,163.68,https://spoonacular.com/recipes/Buckwheat-Crepes-636392
Quiche with Swiss Chard and Mushroom,breakfast,lacto ovo vegetarian,392.68,12.47,27.27,24.9,1.32,2.38,2.2,677.45,154.12,https://spoonacular.com/recipes/Quiche-with-Swiss-Chard-and-Mushroom-657511
Balthazar Brioche French Toast,breakfast,lacto ovo vegetarian,581.93,18.89,25.85,68.98,1.95,33.87,3.22,420.76,273.26,https://spoonacular.com/recipes/Balthazar-Brioche-French-Toast-633956
Poached eggs in tomatoes,breakfast,unknown,227.64,13.48,16.69,5.41,0.73,1.26,1.86,606.86,213.9,https://spoonacular.com/recipes/Poached-eggs-in-tomatoes-656486
Crepes Suzette,breakfast,lacto ovo vegetarian,618.91,11.49,39.95,54.81,1.39,18.38,2.87,176.97,236.1,https://spoonacular.com/recipes/Crepes-Suzette-640767
Caramelized cranberries coconut pancakes,breakfast,"dairy free, lacto ovo vegetarian",433.26,12.91,26.64,38.96,11.74,5.2,5.35,541.59,130.94,https://spoonacular.com/recipes/Caramelized-cranberries-coconut-pancakes-637055
Home made organic maple granola with fresh fruit,breakfast,"gluten free, dairy free, lacto ovo vegetarian, vegan",220.12,3.72,7.13,38.49,4.15,21.19,1.43,76.87,0.0,https://spoonacular.com/recipes/Home-made-organic-maple-granola-with-fresh-fruit-646877
Peanut Butter Swirl Banana Bread,breakfast,"gluten free, lacto ovo vegetarian",227.4,7.02,5.62,39.66,3.47,21.09,1.28,536.0,0.63,https://spoonacular.com/recipes/Peanut-Butter-Swirl-Banana-Bread-655340
Banana Cranberry Muffins,breakfast,dairy free,336.76,3.2,15.81,49.54,3.97,22.38,1.19,571.26,0.0,https://spoonacular.com/recipes/Banana-Cranberry-Muffins-634059
Dark Chocolate Chunk Quinoa Granola Bars,breakfast,"dairy free, lacto ovo vegetarian",290.6,5.65,12.23,43.77,4.02,26.9,2.05,61.77,0.0,https://spoonacular.com/recipes/Dark-Chocolate-Chunk-Quinoa-Granola-Bars-641255
Double Chocolate Milo Pancakes,breakfast,lacto ovo vegetarian,487.83,11.24,26.15,54.09,2.64,26.02,2.67,207.85,108.17,https://spoonacular.com/recipes/Double-Chocolate-Milo-Pancakes-716293
Spinach & Ham Quiche,breakfast,unknown,304.63,10.0,20.2,20.84,1.07,1.04,1.96,378.7,96.34,https://spoonacular.com/recipes/Spinach-&-Ham-Quiche-661249
Pandan Smoothie,breakfast,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal",290.66,2.35,0.34,76.37,5.26,70.79,0.69,24.95,0.0,https://spoonacular.com/recipes/Pandan-Smoothie-654515
Baked Eggs With Asparagus and Sun Dried Tomatoes,breakfast,"gluten free, primal",178.27,20.99,6.52,9.09,1.93,6.17,2.62,275.18,189.4,https://spoonacular.com/recipes/Baked-Eggs-With-Asparagus-and-Sun-Dried-Tomatoes-633595
Baked Swedish Pancake,breakfast,unknown,524.74,15.49,14.85,84.09,6.1,48.23,3.41,182.67,268.11,https://spoonacular.com/recipes/Baked-Swedish-Pancake-633830
Coconut Bliss Smoothie,breakfast,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",339.94,4.36,26.08,28.56,5.94,15.21,3.86,16.47,0.0,https://spoonacular.com/recipes/Coconut-Bliss-Smoothie-639728
Decadent Chocolate Protein Muffins,breakfast,"gluten free, dairy free, lacto ovo vegetarian",241.54,10.34,16.92,16.15,3.75,7.75,1.43,361.41,36.37,https://spoonacular.com/recipes/Decadent-Chocolate-Protein-Muffins-641311
Irish Soda Bread By Mommie Cooks,breakfast,lacto ovo vegetarian,380.88,9.94,8.45,65.49,2.11,8.89,3.63,384.05,40.46,https://spoonacular.com/recipes/Irish-Soda-Bread-By-Mommie-Cooks-648006
Classic scones,breakfast,lacto ovo vegetarian,398.3,9.17,12.65,61.26,1.72,12.1,0.66,26.41,32.37,https://spoonacular.com/recipes/Classic-scones-639637
Classic Eggs Benedict,breakfast,dairy free,197.5,13.8,8.96,14.43,0.77,0.16,1.22,497.87,178.8,https://spoonacular.com/recipes/Classic-Eggs-Benedict-639594
Caramelised Onion and Mushroom Quiche,breakfast,unknown,428.19,13.75,28.71,29.25,2.23,4.34,2.08,622.19,119.72,https://spoonacular.com/recipes/Caramelised-Onion-and-Mushroom-Quiche-637042
Peanut Butter Granola,breakfast,"dairy free, lacto ovo vegetarian, vegan",203.0,6.44,9.03,27.18,2.52,14.96,1.33,58.61,0.0,https://spoonacular.com/recipes/Peanut-Butter-Granola-655313
Simple Protein Pancakes,breakfast,gluten free,146.62,12.6,3.26,18.21,2.56,3.94,2.28,210.67,66.47,https://spoonacular.com/recipes/Simple-Protein-Pancakes-1021260
Easy Granola,breakfast,dairy free,112.91,3.69,9.07,6.07,1.45,2.05,0.95,56.82,0.09,https://spoonacular.com/recipes/Easy-Granola-641978
Cherry Blueberry Muffins,breakfast,lacto ovo vegetarian,169.54,5.8,7.13,21.58,1.85,7.75,0.78,200.42,29.52,https://spoonacular.com/recipes/Cherry-Blueberry-Muffins-716211
Hotcakes,breakfast,lacto ovo vegetarian,383.66,9.36,14.52,53.05,1.69,4.76,3.34,352.95,60.67,https://spoonacular.com/recipes/Hotcakes-647555
Leek and goat’s cheese quiche,breakfast,"gluten free, lacto ovo vegetarian",234.82,11.85,15.51,13.21,2.12,4.0,3.38,404.05,134.51,https://spoonacular.com/recipes/Leek-and-goat’s-cheese-quiche-1096190
Amazingly Fluffy Waffles,breakfast,unknown,257.72,7.83,11.92,29.72,0.85,5.38,1.93,547.35,64.32,https://spoonacular.com/recipes/Amazingly-Fluffy-Waffles-632305
Zucchini Chicken Omelette,breakfast,"gluten free, dairy free, fodmap friendly, whole 30, ketogenic",210.29,12.79,16.41,2.81,0.75,2.12,1.61,307.33,259.92,https://spoonacular.com/recipes/Zucchini-Chicken-Omelette-665734
Coconut Banana Nut Bread,breakfast,lacto ovo vegetarian,289.17,5.19,14.93,36.36,2.77,13.5,1.68,185.03,1.83,https://spoonacular.com/recipes/Coconut-Banana-Nut-Bread-639726
Mango Banana Coconut Smoothie,breakfast,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",137.78,1.54,8.34,17.21,1.84,12.05,1.63,10.29,0.0,https://spoonacular.com/recipes/Mango-Banana-Coconut-Smoothie-798956
Pancakes,breakfast,unknown,145.14,3.98,3.7,23.75,0.75,2.11,1.57,359.93,19.91,https://spoonacular.com/recipes/Pancakes-654495
Whole Wheat Cranberry Pear Muffins,breakfast,lacto ovo vegetarian,158.05,2.83,5.77,25.76,2.59,14.59,1.22,237.53,0.41,https://spoonacular.com/recipes/Whole-Wheat-Cranberry-Pear-Muffins-665279
Healthy Morning Glory Muffins,breakfast,"dairy free, lacto ovo vegetarian",198.61,3.94,4.78,37.38,3.01,18.88,1.28,236.21,31.0,https://spoonacular.com/recipes/Healthy-Morning-Glory-Muffins-1096070
Cinnamon Rolls by Bing,breakfast,lacto ovo vegetarian,632.15,7.6,34.53,76.16,3.41,37.0,2.71,465.43,71.83,https://spoonacular.com/recipes/Cinnamon-Rolls-by-Bing-639482
Shrimp Udon w Fish Cakes & Poached Egg,breakfast,"gluten free, dairy free, pescatarian",130.3,18.46,5.22,2.14,0.33,0.42,1.39,347.69,194.86,https://spoonacular.com/recipes/Shrimp-Udon-w-Fish-Cakes-&-Poached-Egg-660015
Eggless Quinoa Banana Almond Muffins - How to make Quinoa Muffins,breakfast,lacto ovo vegetarian,206.83,4.31,3.95,39.52,1.83,20.41,1.32,315.81,2.44,https://spoonacular.com/recipes/Eggless-Quinoa-Banana-Almond-Muffins---How-to-make-Quinoa-Muffins-1681417
Fluffy Citrus Coconut Pancakes,breakfast,"gluten free, lacto ovo vegetarian",456.6,17.04,21.1,47.42,11.41,28.25,2.63,708.74,332.24,https://spoonacular.com/recipes/Fluffy-Citrus-Coconut-Pancakes-643143
Blueberry Banana Bread,breakfast,"dairy free, lacto ovo vegetarian, vegan",96.36,2.11,0.42,21.48,1.35,6.42,0.87,151.27,0.0,https://spoonacular.com/recipes/Blueberry-Banana-Bread-635413
Baked Eggs and Bacon Cream In Spinach Fettuccine Nests,breakfast,unknown,556.24,21.48,50.92,3.76,0.0,1.73,1.06,1119.54,235.22,https://spoonacular.com/recipes/Baked-Eggs-and-Bacon-Cream-In-Spinach-Fettuccine-Nests-633594
Sun Dried Tomato and Herb Baked Eggs,breakfast,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, fodmap friendly, whole 30, ketogenic",178.77,11.83,13.02,3.45,0.63,2.21,2.05,130.47,327.36,https://spoonacular.com/recipes/Sun-Dried-Tomato-and-Herb-Baked-Eggs-662276
Easy Cheesy Scrambled Eggs,breakfast,"gluten free, lacto ovo vegetarian, primal, ketogenic",246.26,16.48,19.16,1.24,0.0,0.88,1.87,424.56,401.38,https://spoonacular.com/recipes/Easy-Cheesy-Scrambled-Eggs-641890
Lemony Blueberry Banana Bread,breakfast,lacto ovo vegetarian,142.21,3.85,1.92,29.56,2.69,15.0,0.87,107.83,13.81,https://spoonacular.com/recipes/Lemony-Blueberry-Banana-Bread-649880
Pumpkin Pecan Streusel Muffins,breakfast,lacto ovo vegetarian,190.67,3.25,8.27,27.19,1.79,13.02,1.44,130.05,16.76,https://spoonacular.com/recipes/Pumpkin-Pecan-Streusel-Muffins-657343
Lemon Ricotta Blueberry Pancakes,breakfast,lacto ovo vegetarian,409.62,14.02,9.18,69.99,1.71,57.43,1.82,655.44,160.2,https://spoonacular.com/recipes/Lemon-Ricotta-Blueberry-Pancakes-649762
Cranberry Orange Scones,breakfast,lacto ovo vegetarian,151.22,2.66,2.32,30.56,0.71,18.88,0.92,98.97,12.22,https://spoonacular.com/recipes/Cranberry-Orange-Scones-640398
Fruit Crepe,breakfast,lacto ovo vegetarian,301.11,7.47,9.66,47.2,2.96,23.42,1.83,557.66,87.52,https://spoonacular.com/recipes/Fruit-Crepe-643972
Pepperoni Pizza Muffins,breakfast,unknown,304.38,10.32,18.72,23.96,1.21,5.23,1.89,875.04,55.63,https://spoonacular.com/recipes/Pepperoni-Pizza-Muffins-655698
Blueberry Stuffed Croissant French Toast with Bacon,breakfast,unknown,783.43,14.43,55.27,59.17,2.67,34.72,1.95,522.57,246.21,https://spoonacular.com/recipes/Blueberry-Stuffed-Croissant-French-Toast-with-Bacon-673440
Blueberry Sweet Muffins,breakfast,lacto ovo vegetarian,273.92,6.07,11.69,37.11,2.33,10.21,1.92,363.67,35.88,https://spoonacular.com/recipes/Blueberry-Sweet-Muffins-635547
Cinnamon Mocha Quick Bread,breakfast,lacto ovo vegetarian,264.55,5.1,3.38,54.43,1.47,26.53,1.77,323.77,23.76,https://spoonacular.com/recipes/Cinnamon-Mocha-Quick-Bread-639465
Savory Cheese Dill Scones,breakfast,lacto ovo vegetarian,216.02,5.93,10.67,24.35,1.26,2.48,1.35,213.14,28.73,https://spoonacular.com/recipes/Savory-Cheese-Dill-Scones-659463
Breakfast Porridge,breakfast,"gluten free, lacto ovo vegetarian",309.57,7.45,8.79,53.02,2.6,37.83,2.54,252.09,114.03,https://spoonacular.com/recipes/Breakfast-Porridge-636062
Low-Fat Oatmeal Banana Bread,breakfast,"dairy free, lacto ovo vegetarian",188.3,4.43,2.65,37.72,2.37,15.83,1.37,212.75,18.6,https://spoonacular.com/recipes/Low-Fat-Oatmeal-Banana-Bread-650431
Zucchini Quiche & Almond Flax Crust,breakfast,unknown,388.65,13.37,29.95,20.09,5.43,2.35,2.76,258.0,90.4,https://spoonacular.com/recipes/Zucchini-Quiche-&-Almond-Flax-Crust-665776
Earl Grey Raisin Muffin,breakfast,"gluten free, dairy free, lacto ovo vegetarian, vegan",134.85,2.33,3.09,26.41,3.05,7.11,1.08,298.22,0.0,https://spoonacular.com/recipes/Earl-Grey-Raisin-Muffin-641781
Perfect Buttermilk Pancakes,breakfast,lacto ovo vegetarian,427.75,7.8,26.65,42.24,1.13,10.03,2.23,523.86,36.08,https://spoonacular.com/recipes/Perfect-Buttermilk-Pancakes-982374
Mushroom & Gruyere Quiche,breakfast,unknown,255.53,10.5,17.25,15.58,1.59,3.3,1.39,225.9,86.93,https://spoonacular.com/recipes/Mushroom-&-Gruyere-Quiche-652605
Apple Cinnamon Quiche,breakfast,unknown,607.2,16.65,48.79,27.26,2.34,10.3,1.54,457.16,239.07,https://spoonacular.com/recipes/Apple-Cinnamon-Quiche-1096246
Redneck Breakfast on a Croissant,breakfast,unknown,368.45,14.4,22.39,26.53,1.51,6.61,2.41,641.26,222.5,https://spoonacular.com/recipes/Redneck-Breakfast-on-a-Croissant-658134
Savory corn and chives muffins,breakfast,lacto ovo vegetarian,194.09,6.82,5.74,28.72,2.8,1.42,1.56,385.63,31.33,https://spoonacular.com/recipes/Savory-corn-and-chives-muffins-659465
Good Old Fashioned Pancakes,breakfast,lacto ovo vegetarian,263.64,7.42,8.92,37.3,1.13,5.25,2.25,341.07,53.58,https://spoonacular.com/recipes/Good-Old-Fashioned-Pancakes-1697551
Cheesy Potato Corn Scones,breakfast,lacto ovo vegetarian,247.83,7.34,12.01,27.93,1.87,1.17,1.55,463.69,31.26,https://spoonacular.com/recipes/Cheesy-Potato-Corn-Scones-637675
Namachokobanana Crepe,breakfast,dairy free,289.08,4.23,9.33,49.3,3.07,25.32,0.68,161.48,34.73,https://spoonacular.com/recipes/Namachokobanana-Crepe-652929
Peanut Butter Muffins,breakfast,lacto ovo vegetarian,171.74,4.54,4.37,29.43,1.12,15.22,1.14,200.18,16.69,https://spoonacular.com/recipes/Peanut-Butter-Muffins-1161746
Overnight Oatmeal,breakfast,"gluten free, lacto ovo vegetarian",380.11,8.63,6.95,76.59,9.66,41.09,2.55,35.52,10.59,https://spoonacular.com/recipes/Overnight-Oatmeal-654271
Orange Banana Muffins With Pistachios,breakfast,"dairy free, lacto ovo vegetarian",164.11,4.12,4.43,29.18,3.13,11.8,1.25,257.04,21.82,https://spoonacular.com/recipes/Orange-Banana-Muffins-With-Pistachios-653810
Make Ahead Quiche,breakfast,unknown,310.9,13.51,21.75,15.02,0.74,1.52,1.33,483.82,124.28,https://spoonacular.com/recipes/Make-Ahead-Quiche-650650
Pear and Walnut Coffee Cake,breakfast,lacto ovo vegetarian,444.1,6.66,24.95,51.54,3.45,27.89,2.03,233.45,81.19,https://spoonacular.com/recipes/Pear-and-Walnut-Coffee-Cake-655406
Nutella Stuffed French Toast,breakfast,lacto ovo vegetarian,377.81,8.83,20.32,40.27,2.42,35.55,2.53,131.13,178.09,https://spoonacular.com/recipes/Nutella-Stuffed-French-Toast-653371
Lemon Zucchini Muffins,breakfast,lacto ovo vegetarian,222.89,4.04,10.76,29.72,2.91,15.52,1.08,215.31,19.12,https://spoonacular.com/recipes/Lemon-Zucchini-Muffins-649824
Banana Zucchini Muffins,breakfast,dairy free,466.89,5.83,31.89,41.74,2.15,16.77,1.89,285.74,40.92,https://spoonacular.com/recipes/Banana-Zucchini-Muffins-634206
Banana Bread with Chocolate Swirl,breakfast,gluten free,253.97,4.27,11.76,33.69,3.72,12.03,1.42,215.86,34.43,https://spoonacular.com/recipes/Banana-Bread-with-Chocolate-Swirl-634011
Pleasantly Proteiny Pumpkin Bread,breakfast,gluten free,152.65,9.31,5.1,18.79,1.65,10.62,1.35,231.39,41.07,https://spoonacular.com/recipes/Pleasantly-Proteiny-Pumpkin-Bread-619521
Gluten-Free Buckwheat Pancakes,breakfast,gluten free,229.65,11.4,15.82,10.61,1.2,1.96,1.46,358.39,201.24,https://spoonacular.com/recipes/Gluten-Free-Buckwheat-Pancakes-644874
Chocolate Carrot Cake Baked Doughnuts,breakfast,unknown,235.82,6.96,5.75,41.17,2.32,23.95,1.33,109.62,40.34,https://spoonacular.com/recipes/Chocolate-Carrot-Cake-Baked-Doughnuts-638883
Lemon Quick Bread,breakfast,unknown,125.12,2.07,0.34,30.08,0.93,23.49,0.4,159.15,0.33,https://spoonacular.com/recipes/Lemon-Quick-Bread-649755
Cranberry Orange Banana Bread,breakfast,"dairy free, lacto ovo vegetarian",101.62,2.39,0.75,22.01,1.46,8.91,0.8,95.9,18.19,https://spoonacular.com/recipes/Cranberry-Orange-Banana-Bread-640389
Strawberries and Cream Scones,breakfast,lacto ovo vegetarian,286.33,5.04,9.4,46.93,2.44,20.09,2.03,374.76,45.24,https://spoonacular.com/recipes/Strawberries-and-Cream-Scones-661725
Mini Quinoa Egg Breakfast Casserole,breakfast,"gluten free, lacto ovo vegetarian",208.38,7.18,7.87,28.1,2.6,20.01,1.26,77.62,174.98,https://spoonacular.com/recipes/Mini-Quinoa-Egg-Breakfast-Casserole-1095895
Apple Pie Honey Wheat Scones,breakfast,lacto ovo vegetarian,302.6,5.07,14.83,38.94,2.67,14.91,1.66,249.11,60.72,https://spoonacular.com/recipes/Apple-Pie-Honey-Wheat-Scones-632570
Peaches & Coconut Cream Steel Cut Oatmeal,breakfast,"gluten free, dairy free, lacto ovo vegetarian",508.42,12.85,24.64,62.67,8.09,23.19,4.39,9457.04,0.0,https://spoonacular.com/recipes/Peaches-&-Coconut-Cream-Steel-Cut-Oatmeal-655181
Watching What I Eat: Peanut Butter Banana Oat Breakfast Cookies with Carob / Chocolate Chips,breakfast,"gluten free, dairy free",103.19,3.67,5.38,11.25,1.4,5.27,0.47,31.31,4.27,https://spoonacular.com/recipes/Watching-What-I-Eat:-Peanut-Butter-Banana-Oat-Breakfast-Cookies-with-Carob-/-Chocolate-Chips-945221
Traditional Banana Bread,breakfast,lacto ovo vegetarian,370.21,5.51,13.17,59.41,2.13,30.63,1.88,502.19,76.94,https://spoonacular.com/recipes/Traditional-Banana-Bread-663756
Almond Coffee Cake,breakfast,"gluten free, lacto ovo vegetarian",839.35,24.84,68.86,39.76,7.15,26.39,3.43,330.62,416.39,https://spoonacular.com/recipes/Almond-Coffee-Cake-63227
Whole Wheat Blueberry Muffins,breakfast,lacto ovo vegetarian,291.12,4.51,17.19,32.68,3.13,14.96,1.03,304.6,58.92,https://spoonacular.com/recipes/Whole-Wheat-Blueberry-Muffins-665273
Havarti and Asparagus Quiche,breakfast,unknown,536.77,11.73,36.94,41.7,0.86,26.23,1.53,398.16,145.24,https://spoonacular.com/recipes/Havarti-and-Asparagus-Quiche-646348
Easy Weekday Breakfast Muffins,breakfast,gluten free,126.12,9.23,7.7,4.83,0.58,1.58,0.96,365.1,175.26,https://spoonacular.com/recipes/Easy-Weekday-Breakfast-Muffins-1017374
Jumbo Blueberry Muffins,breakfast,lacto ovo vegetarian,761.96,6.05,58.24,57.36,1.51,38.94,1.71,947.83,180.97,https://spoonacular.com/recipes/Jumbo-Blueberry-Muffins-648647
Chocolate Coconut Banana Bread,breakfast,unknown,320.0,3.56,9.35,57.51,1.76,41.32,1.37,81.38,46.54,https://spoonacular.com/recipes/Chocolate-Coconut-Banana-Bread-716379
